 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,885,255,0,255,255,255,660.758,22.512,660.758,22.512,114.953,644.000,3.000,33,40,37.532,30.023,59.156,0.842,40.311,225675,255,NaN,NaN,100,225675,658,43,82.875,30.568,1.250,0.800,0.929,661,3,7.699,1.319,0.894,0.670,3,953.000,114.914,38.318,0.848,0.608,7.278,0.890,0.910,8.999
2,423,255,0,255,255,255,575.902,13.469,575.902,13.469,85.841,561.000,5.000,31,20,30.008,17.948,10.114,0.721,31.780,107865,255,NaN,NaN,100,107865,562,18,24.146,20.000,1.672,0.598,0.918,577,5,4.928,1.589,0.773,0.682,2,461.000,79.924,42.920,NaN,NaN,NaN,NaN,NaN,NaN
3,899,255,0,255,255,255,598.877,28.355,598.877,28.355,118.468,579.000,11.000,40,33,38.217,29.951,178.692,0.805,41.000,229245,255,NaN,NaN,100,229245,579,26,167.320,31.565,1.276,0.784,0.931,593,11,7.589,1.299,0.885,0.681,5,966.000,115.695,23.694,0.963,0.931,9.471,0.889,0.912,9.008
4,508,255,0,255,255,255,630.783,26.715,630.783,26.715,87.497,618.000,13.000,26,28,26.090,24.791,34.383,0.834,28.636,129540,255,NaN,NaN,100,129540,618,20,155.225,24.828,1.052,0.950,0.914,631,13,5.806,1.153,0.975,0.698,4,555.500,87.734,21.874,0.971,0.938,9.544,0.906,0.972,9.390
5,370,255,0,255,255,255,772.889,25.322,772.889,25.322,73.012,761.000,14.000,24,21,23.048,20.440,170.679,0.872,25.080,94350,255,NaN,NaN,100,94350,761,23,156.501,21.000,1.128,0.887,0.931,770,14,5.068,1.194,0.942,0.734,3,397.500,74.215,24.337,0.833,0.557,6.950,0.912,0.967,9.398
6,539,255,0,255,255,255,726.162,28.762,726.162,28.762,91.255,712.000,15.000,28,27,29.244,23.468,46.969,0.813,31.401,137445,255,NaN,NaN,100,137445,712,37,37.235,23.702,1.246,0.802,0.934,730,15,5.907,1.325,0.896,0.713,2,577.000,89.416,45.627,NaN,NaN,NaN,NaN,NaN,NaN
7,744,255,0,255,255,255,528.145,33.144,528.145,33.144,105.740,511.000,18.000,35,29,36.471,25.974,164.932,0.836,38.471,189720,255,NaN,NaN,100,189720,511,25,152.103,27.280,1.404,0.712,0.947,522,18,7.036,1.410,0.844,0.733,4,786.000,104.361,26.435,0.969,0.935,9.522,0.872,0.865,8.685
8,606,255,0,255,255,255,799.596,31.625,799.596,31.625,92.770,785.000,19.000,29,25,30.256,25.502,174.120,0.885,31.385,154530,255,NaN,NaN,100,154530,786,22,149.349,25.000,1.186,0.843,0.956,796,19,6.532,1.255,0.918,0.836,5,634.000,93.728,18.554,0.989,0.977,9.827,0.912,0.941,9.265
9,848,255,0,255,255,255,563.985,37.265,563.985,37.265,115.054,546.000,21.000,37,33,35.573,30.352,171.431,0.805,39.560,216240,255,NaN,NaN,100,216240,546,28,159.274,32.163,1.172,0.853,0.921,562,21,7.370,1.230,0.924,0.695,6,921.000,112.968,19.176,0.939,0.888,9.131,0.893,0.941,9.167
10,304,255,0,255,255,255,826.385,29.852,826.385,29.852,71.355,815.000,21.000,25,18,25.876,14.958,170.226,0.750,26.249,77520,255,NaN,NaN,100,77520,815,23,162.255,15.846,1.730,0.578,0.885,818,21,4.260,1.656,0.760,0.676,3,343.500,68.990,23.785,0.898,0.759,8.284,0.797,0.744,7.706
