 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,193,255,0,255,255,255,329.868,11.619,329.868,11.619,53.355,320.000,4.000,19,15,18.021,13.636,25.211,0.852,20.248,49215,255,NaN,NaN,100,49215,320,15,20.225,15.000,1.322,0.757,0.900,328,4,3.617,1.350,0.870,0.677,2,214.500,54.518,26.678,NaN,NaN,NaN,NaN,NaN,NaN
2,51,255,0,255,255,255,255.794,15.578,255.794,15.578,25.799,251.000,12.000,9,8,9.492,6.841,149.915,0.963,10.000,13005,255,NaN,NaN,100,13005,252,12,126.870,7.488,1.387,0.721,0.887,252,12,1.977,1.335,0.849,0.708,1,57.500,28.227,25.799,NaN,NaN,NaN,NaN,NaN,NaN
3,103,255,0,255,255,255,321.189,22.655,321.189,22.655,38.284,314.000,16.000,13,12,12.439,10.543,146.912,0.883,13.601,26265,255,NaN,NaN,100,26265,318,17,126.027,11.094,1.180,0.848,0.892,320,16,2.690,1.226,0.921,0.660,3,115.500,40.005,12.761,0.827,0.539,6.834,0.886,0.942,9.139
4,124,255,0,255,255,255,249.887,23.556,249.887,23.556,40.627,244.000,17.000,12,13,13.539,11.661,137.377,0.944,15.000,31620,255,NaN,NaN,100,31620,244,19,143.130,12.000,1.161,0.861,0.925,248,17,3.052,1.250,0.928,0.795,4,134.000,43.090,10.157,0.912,0.798,8.551,0.896,0.927,9.114
5,153,255,0,255,255,255,236.696,25.631,236.696,25.631,46.870,228.000,19.000,16,13,14.550,13.389,178.728,0.875,16.763,39015,255,NaN,NaN,100,39015,228,24,162.646,13.000,1.087,0.920,0.903,234,19,3.264,1.289,0.959,0.736,4,169.500,48.463,11.718,0.947,0.886,9.165,0.884,0.920,9.022
6,186,255,0,255,255,255,334.075,28.258,334.075,28.258,56.527,327.000,19.000,14,21,20.288,11.673,97.291,0.731,21.213,47430,255,NaN,NaN,100,47430,332,19,98.130,13.810,1.738,0.575,0.849,332,19,3.290,1.536,0.759,0.633,6,219.000,55.087,9.421,0.887,0.807,8.466,0.804,0.790,7.971
7,121,255,0,255,255,255,345.715,30.616,345.715,30.616,42.627,340.000,24.000,12,14,13.652,11.285,96.142,0.837,15.232,30855,255,NaN,NaN,100,30855,342,24,113.199,12.000,1.210,0.827,0.900,342,24,2.839,1.269,0.909,0.720,3,134.500,43.170,14.209,0.850,0.616,7.330,0.881,0.923,9.023
8,159,255,0,255,255,255,223.550,32.381,223.550,32.381,49.698,216.000,25.000,16,15,15.765,12.841,16.868,0.809,17.088,40545,255,NaN,NaN,100,40545,216,30,159.444,13.707,1.228,0.815,0.869,223,25,3.199,1.247,0.903,0.662,5,183.000,50.356,9.940,0.966,0.935,9.507,0.872,0.933,9.024
9,112,255,0,255,255,255,258.732,35.018,258.732,35.018,39.113,253.000,28.000,12,14,13.431,10.618,132.151,0.920,14.422,28560,255,NaN,NaN,100,28560,253,31,146.310,10.607,1.265,0.791,0.911,257,28,2.864,1.360,0.889,0.667,4,123.000,41.284,9.778,0.924,0.829,8.763,0.872,0.887,8.799
10,102,255,0,255,255,255,209.441,33.863,209.441,33.863,38.042,202.000,29.000,13,11,12.240,10.611,178.083,0.886,13.601,26010,255,NaN,NaN,100,26010,202,33,162.897,11.000,1.154,0.867,0.923,206,29,2.681,1.236,0.931,0.713,3,110.500,39.130,12.681,0.826,0.535,6.806,0.900,0.942,9.208
