 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,1592,255,0,255,255,255,502.376,146.191,502.376,146.191,179.782,474.000,121.000,55,50,51.891,39.063,158.145,0.619,55.543,405960,255,NaN,NaN,100,405960,474,150,13.536,45.894,1.328,0.753,0.824,505,121,8.855,1.210,0.868,0.579,2,1933.000,163.660,89.891,NaN,NaN,NaN,NaN,NaN,NaN
2,562,255,0,255,255,255,244.605,171.399,244.605,171.399,92.569,228.000,156.000,30,28,27.895,25.652,165.380,0.824,32.696,143310,255,NaN,NaN,100,143310,228,168,156.571,26.800,1.087,0.920,0.915,243,156,6.071,1.220,0.959,0.669,1,614.000,92.238,92.569,NaN,NaN,NaN,NaN,NaN,NaN
3,1239,255,0,255,255,255,480.053,178.882,480.053,178.882,142.953,460.000,157.000,41,46,50.923,30.979,56.236,0.762,51.884,315945,255,NaN,NaN,100,315945,472,203,62.447,33.608,1.644,0.608,0.914,477,157,8.667,1.544,0.780,0.657,5,1355.500,137.049,28.591,0.935,0.881,9.078,0.828,0.793,8.105
4,1252,255,0,255,255,255,251.052,189.613,251.052,189.613,200.652,212.000,170.000,77,37,71.466,22.306,168.884,0.391,77.782,319260,255,NaN,NaN,100,319260,212,178,171.870,31.540,3.204,0.312,0.680,224,170,6.240,2.466,0.559,0.439,5,1842.000,159.761,40.130,0.512,0.452,4.821,0.493,0.267,3.798
5,962,255,0,255,255,255,505.136,192.805,505.136,192.805,129.640,489.000,171.000,32,46,45.675,26.817,76.044,0.719,47.927,245310,255,NaN,NaN,100,245310,497,216,66.644,28.375,1.703,0.587,0.911,502,171,7.421,1.689,0.766,0.654,5,1055.500,120.936,25.928,0.904,0.832,8.676,0.792,0.721,7.565
6,1164,255,0,255,255,255,440.637,197.109,440.637,197.109,140.853,418.000,175.000,44,44,49.730,29.802,45.841,0.737,52.326,296820,255,NaN,NaN,100,296820,422,216,45.000,32.625,1.669,0.599,0.897,445,175,8.264,1.604,0.774,0.601,5,1298.000,134.110,28.171,0.917,0.853,8.847,0.808,0.762,7.850
7,541,255,0,255,255,255,412.642,194.820,412.642,194.820,97.397,395.000,180.000,33,28,37.453,18.392,40.763,0.717,40.224,137955,255,NaN,NaN,100,137955,395,207,34.875,19.661,2.036,0.491,0.913,419,180,5.555,2.046,0.701,0.585,3,592.500,90.609,32.466,0.918,0.815,8.666,0.723,0.570,6.467
8,326,255,0,255,255,255,207.138,193.433,207.138,193.433,70.912,195.000,182.000,24,22,23.838,17.412,45.111,0.815,25.298,83130,255,NaN,NaN,100,83130,195,198,18.435,19.053,1.369,0.730,0.899,208,182,4.597,1.328,0.855,0.617,4,362.500,70.873,17.728,0.982,0.963,9.723,0.873,0.900,8.866
9,824,255,0,255,255,255,525.269,207.167,525.269,207.167,123.640,510.000,187.000,32,43,47.943,21.883,61.083,0.677,49.739,210120,255,NaN,NaN,100,210120,515,230,59.826,22.361,2.191,0.456,0.929,535,187,6.665,2.224,0.676,0.599,2,887.000,110.863,61.820,NaN,NaN,NaN,NaN,NaN,NaN
10,683,255,0,255,255,255,227.967,206.923,227.967,206.923,102.225,214.000,191.000,30,32,30.551,28.464,91.189,0.821,33.106,174165,255,NaN,NaN,100,174165,220,191,115.017,29.934,1.073,0.932,0.913,220,191,6.681,1.106,0.965,0.711,5,748.000,101.807,20.445,0.974,0.950,9.618,0.900,0.958,9.290
