 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,3184,255,0,255,255,255,727.006,83.541,727.006,83.541,244.794,695.000,49.000,70,76,77.776,52.124,53.440,0.668,84.865,811920,255,NaN,NaN,100,811920,698,117,45.955,60.609,1.492,0.670,0.859,713,49,13.007,1.400,0.819,0.598,2,3707.500,226.655,122.397,NaN,NaN,NaN,NaN,NaN,NaN
2,2682,255,0,255,255,255,659.046,113.864,659.046,113.864,209.966,624.000,87.000,73,56,69.679,49.008,166.439,0.764,75.690,683910,255,NaN,NaN,100,683910,624,98,164.678,52.565,1.422,0.703,0.917,657,87,12.774,1.440,0.839,0.656,2,2926.000,201.355,104.983,NaN,NaN,NaN,NaN,NaN,NaN
3,852,255,0,255,255,255,938.419,131.198,938.419,131.198,125.640,924.000,106.000,30,46,45.881,23.644,102.826,0.678,50.160,217260,255,NaN,NaN,100,217260,930,106,113.499,27.441,1.941,0.515,0.895,930,106,6.781,1.828,0.718,0.617,4,952.000,114.853,31.410,0.924,0.864,8.938,0.746,0.645,6.957
4,1345,255,0,255,255,255,1001.214,135.244,1001.214,135.244,181.723,966.000,108.000,60,54,70.872,24.163,139.255,0.512,75.166,342975,255,NaN,NaN,100,342975,969,108,139.316,29.963,2.933,0.341,0.855,969,108,7.401,2.509,0.584,0.415,4,1573.000,147.635,45.431,0.761,0.652,7.064,0.582,0.308,4.451
5,1159,255,0,255,255,255,969.166,134.327,969.166,134.327,149.095,947.000,113.000,47,46,56.116,26.297,138.931,0.655,59.464,295545,255,NaN,NaN,100,295545,947,115,132.274,30.985,2.134,0.469,0.887,959,113,7.774,1.919,0.685,0.536,4,1307.000,134.575,37.274,0.905,0.834,8.697,0.726,0.604,6.649
6,3353,255,0,255,255,255,703.842,153.703,703.842,153.703,226.593,670.000,118.000,71,71,67.018,63.702,145.404,0.821,72.180,855015,255,NaN,NaN,100,855015,670,144,169.624,64.622,1.052,0.951,0.938,698,118,14.797,1.117,0.975,0.665,5,3576.000,222.599,45.319,0.973,0.949,9.612,0.913,0.962,9.377
7,870,255,0,255,255,255,880.990,141.648,880.990,141.648,120.912,868.000,118.000,26,45,45.723,24.227,86.896,0.748,46.325,221850,255,NaN,NaN,100,221850,876,163,76.264,25.910,1.887,0.530,0.927,881,118,7.195,1.788,0.728,0.744,3,939.000,114.066,40.304,0.899,0.763,8.311,0.779,0.685,7.321
8,2212,255,0,255,255,255,1058.193,155.168,1058.193,155.168,198.066,1024.000,129.000,67,54,77.296,36.436,146.167,0.709,79.076,564060,255,NaN,NaN,100,564060,1024,131,147.918,37.694,2.121,0.471,0.931,1026,129,11.168,2.098,0.687,0.611,4,2376.500,181.466,49.517,0.947,0.902,9.247,0.720,0.550,6.349
9,537,255,0,255,255,255,923.534,156.288,923.534,156.288,95.983,910.000,140.000,25,34,34.276,19.948,112.633,0.732,35.777,136935,255,NaN,NaN,100,136935,916,142,116.565,22.311,1.718,0.582,0.899,921,140,5.595,1.604,0.763,0.632,5,597.000,90.952,19.197,0.913,0.847,8.802,0.808,0.761,7.842
10,1597,255,0,255,255,255,799.871,164.750,799.871,164.750,191.723,766.000,141.000,69,45,74.467,27.306,18.451,0.546,71.309,407235,255,NaN,NaN,100,407235,766,176,14.621,33.553,2.727,0.367,0.786,818,141,8.330,2.125,0.606,0.514,4,2032.500,167.819,47.931,0.801,0.695,7.479,0.654,0.499,5.765
11,2437,255,0,255,255,255,454.033,166.186,454.033,166.186,201.238,421.000,144.000,72,49,68.610,45.225,175.732,0.756,73.546,621435,255,NaN,NaN,100,621435,421,174,11.768,45.839,1.517,0.659,0.947,427,144,12.110,1.604,0.812,0.691,3,2574.000,188.855,67.079,0.894,0.749,8.217,0.821,0.764,7.921
12,407,255,0,255,255,255,903.085,157.547,903.085,157.547,78.426,892.000,146.000,23,25,27.432,18.891,128.837,0.832,29.155,103785,255,NaN,NaN,100,103785,895,146,120.964,21.169,1.452,0.689,0.940,895,146,5.190,1.377,0.830,0.708,4,433.000,77.459,19.607,0.972,0.941,9.566,0.873,0.873,8.732
13,1187,255,0,255,255,255,969.157,168.368,969.157,168.368,138.468,950.000,146.000,36,46,49.640,30.446,117.879,0.778,53.254,302685,255,NaN,NaN,100,302685,955,146,124.287,33.685,1.630,0.613,0.935,955,146,8.572,1.581,0.783,0.717,6,1269.000,132.604,23.078,0.920,0.858,8.891,0.821,0.774,7.979
14,1574,255,0,255,255,255,749.558,178.253,749.558,178.253,161.966,725.000,150.000,49,55,49.789,40.251,88.511,0.754,55.444,401370,255,NaN,NaN,100,401370,748,205,82.747,45.485,1.237,0.808,0.903,749,150,9.718,1.219,0.899,0.584,4,1742.500,155.386,40.491,0.979,0.960,9.697,0.868,0.924,8.964
15,303,255,0,255,255,255,942.450,161.616,942.450,161.616,67.799,934.000,151.000,18,20,22.051,17.496,118.491,0.828,25.612,77265,255,NaN,NaN,100,77265,935,151,128.660,18.000,1.260,0.793,0.938,935,151,4.469,1.423,0.891,0.842,4,323.000,66.900,16.950,0.974,0.945,9.595,0.862,0.852,8.569
16,1700,255,0,255,255,255,1005.772,180.532,1005.772,180.532,165.095,986.000,151.000,43,57,56.220,38.501,115.266,0.784,60.415,433500,255,NaN,NaN,100,433500,995,151,118.686,41.501,1.460,0.685,0.934,995,151,10.297,1.456,0.828,0.694,7,1820.000,158.804,23.585,0.910,0.841,8.753,0.851,0.834,8.429
17,924,255,0,255,255,255,839.639,178.623,839.639,178.623,134.569,824.000,157.000,30,46,45.676,25.757,76.177,0.641,47.434,235620,255,NaN,NaN,100,235620,827,197,55.305,29.498,1.773,0.564,0.845,843,157,6.866,1.608,0.751,0.670,6,1093.500,123.093,22.428,0.811,0.707,7.589,0.777,0.738,7.574
18,306,255,0,255,255,255,863.461,166.088,863.461,166.088,67.456,854.000,157.000,21,18,20.968,18.581,21.077,0.845,23.259,78030,255,NaN,NaN,100,78030,854,173,25.463,18.000,1.128,0.886,0.937,864,157,4.536,1.292,0.941,0.810,4,326.500,67.262,16.864,0.964,0.924,9.440,0.899,0.923,9.107
19,977,255,0,255,255,255,1043.163,178.656,1043.163,178.656,136.853,1021.000,157.000,45,41,54.913,22.653,142.168,0.656,55.606,249135,255,NaN,NaN,100,249135,1021,163,142.306,25.486,2.424,0.413,0.916,1027,157,7.139,2.182,0.642,0.530,6,1067.000,121.593,22.809,0.824,0.723,7.733,0.690,0.500,5.950
20,902,255,0,255,255,255,495.921,181.879,495.921,181.879,125.296,475.000,161.000,35,42,36.914,31.112,85.142,0.722,43.417,230010,255,NaN,NaN,100,230010,494,161,104.676,34.675,1.187,0.843,0.888,494,161,7.199,1.252,0.918,0.614,3,1016.000,118.651,41.765,0.915,0.806,8.605,0.848,0.899,8.730
21,1355,255,0,255,255,255,891.573,184.381,891.573,184.381,146.711,870.000,162.000,43,45,47.906,36.013,124.383,0.791,50.990,345525,255,NaN,NaN,100,345525,875,165,138.180,37.780,1.330,0.752,0.930,888,162,9.236,1.350,0.867,0.700,7,1457.000,142.087,20.959,0.915,0.849,8.817,0.877,0.887,8.820
22,788,255,0,255,255,255,923.975,188.525,923.975,188.525,117.882,909.000,167.000,32,41,44.481,22.556,121.150,0.713,44.418,200940,255,NaN,NaN,100,200940,915,167,121.185,25.601,1.972,0.507,0.894,915,167,6.685,1.735,0.712,0.601,6,881.500,110.519,19.647,0.872,0.786,8.288,0.778,0.701,7.394
23,1897,255,0,255,255,255,684.197,202.338,684.197,202.338,176.652,659.000,171.000,46,64,62.392,38.712,116.187,0.764,68.007,483735,255,NaN,NaN,100,483735,672,171,109.767,41.761,1.612,0.620,0.948,672,171,10.739,1.629,0.788,0.644,3,2001.500,166.534,58.884,0.890,0.737,8.131,0.812,0.750,7.810
24,1052,255,0,255,255,255,808.309,190.975,808.309,190.975,127.539,787.000,172.000,39,40,37.461,35.756,108.128,0.813,41.110,268260,255,NaN,NaN,100,268260,787,185,161.565,37.365,1.048,0.954,0.926,806,172,8.248,1.100,0.977,0.674,4,1135.500,125.435,31.885,0.983,0.965,9.741,0.902,0.953,9.277
25,785,255,0,255,255,255,949.596,187.895,949.596,187.895,113.640,932.000,172.000,35,35,41.532,24.066,131.563,0.764,43.012,200175,255,NaN,NaN,100,200175,935,172,125.538,25.970,1.726,0.579,0.919,935,172,6.908,1.656,0.761,0.641,6,854.000,108.781,18.940,0.910,0.842,8.763,0.805,0.744,7.744
26,1676,255,0,255,255,255,216.813,203.273,216.813,203.273,170.066,190.000,173.000,50,57,51.868,41.142,111.021,0.728,57.035,427380,255,NaN,NaN,100,427380,222,230,87.990,45.474,1.261,0.793,0.938,223,173,9.855,1.254,0.891,0.588,2,1787.500,157.380,85.033,NaN,NaN,NaN,NaN,NaN,NaN
27,786,255,0,255,255,255,1105.238,188.075,1105.238,188.075,111.782,1085.000,173.000,40,32,40.948,24.440,150.458,0.790,43.463,200430,255,NaN,NaN,100,200430,1085,181,156.975,25.456,1.675,0.597,0.942,1092,173,7.032,1.707,0.773,0.614,3,834.000,107.500,37.261,0.875,0.693,7.836,0.802,0.725,7.638
28,3180,255,0,255,255,255,428.051,210.675,428.051,210.675,230.309,396.000,175.000,67,71,66.245,61.120,14.616,0.753,74.813,810900,255,NaN,NaN,100,810900,403,240,37.942,65.921,1.084,0.923,0.907,420,175,13.808,1.135,0.961,0.668,6,3506.500,220.426,38.385,0.903,0.831,8.668,0.879,0.944,9.115
29,786,255,0,255,255,255,862.426,193.394,862.426,193.394,109.640,848.000,175.000,30,38,37.410,26.751,110.228,0.822,39.850,200430,255,NaN,NaN,100,200430,855,175,107.526,27.828,1.398,0.715,0.934,855,175,7.169,1.432,0.846,0.689,5,841.500,107.982,21.928,0.974,0.950,9.621,0.863,0.853,8.581
30,4251,255,0,255,255,255,357.615,215.707,357.615,215.707,282.794,315.000,176.000,87,78,99.974,54.140,151.488,0.668,108.005,1084005,255,NaN,NaN,100,1084005,315,176,143.661,56.025,1.847,0.542,0.937,315,176,15.032,1.928,0.736,0.626,3,4537.000,250.732,94.265,0.951,0.895,9.233,0.742,0.606,6.735
31,772,255,0,255,255,255,1084.646,199.657,1084.646,199.657,114.711,1066.000,183.000,39,33,45.370,21.665,139.937,0.737,47.202,196860,255,NaN,NaN,100,196860,1067,184,143.616,22.627,2.094,0.478,0.918,1073,183,6.730,2.086,0.691,0.600,7,841.000,107.950,16.387,0.876,0.791,8.334,0.723,0.562,6.422
32,1539,255,0,255,255,255,725.438,209.577,725.438,209.577,154.853,705.000,185.000,47,48,50.278,38.973,137.290,0.807,54.708,392445,255,NaN,NaN,100,392445,705,190,149.216,41.110,1.290,0.775,0.945,720,185,9.938,1.331,0.880,0.682,6,1628.000,150.194,25.809,0.940,0.889,9.144,0.885,0.896,8.905
33,466,255,0,255,255,255,476.139,199.283,476.139,199.283,85.255,463.000,187.000,30,22,28.970,20.481,179.821,0.806,31.048,118830,255,NaN,NaN,100,118830,463,194,165.069,22.000,1.415,0.707,0.941,473,187,5.466,1.411,0.841,0.706,4,495.000,82.819,21.314,0.987,0.974,9.808,0.866,0.858,8.620
34,2827,255,0,255,255,255,793.288,228.550,793.288,228.550,276.350,750.000,187.000,73,91,93.859,38.350,122.511,0.465,96.135,720885,255,NaN,NaN,100,720885,775,187,108.812,50.581,2.447,0.409,0.717,775,187,10.230,1.901,0.639,0.426,9,3940.500,233.669,30.706,0.564,0.485,5.246,0.634,0.548,5.908
35,774,255,0,255,255,255,1040.190,206.207,1040.190,206.207,111.397,1025.000,188.000,30,37,36.698,26.854,120.171,0.784,40.000,197370,255,NaN,NaN,100,197370,1030,188,126.870,29.520,1.367,0.732,0.936,1030,188,6.948,1.355,0.855,0.697,5,827.000,107.048,22.279,0.950,0.906,9.280,0.870,0.877,8.739
36,1532,255,0,255,255,255,981.564,215.839,981.564,215.839,153.782,961.000,191.000,41,52,50.733,38.449,100.380,0.814,52.811,390660,255,NaN,NaN,100,390660,968,193,108.778,40.989,1.319,0.758,0.934,979,191,9.962,1.288,0.871,0.719,7,1639.500,150.724,21.969,0.930,0.874,9.018,0.895,0.919,9.070
37,926,255,0,255,255,255,829.314,218.406,829.314,218.406,118.811,814.000,198.000,30,42,41.978,28.087,75.375,0.824,43.658,236130,255,NaN,NaN,100,236130,822,240,69.905,29.605,1.495,0.669,0.943,827,198,7.794,1.475,0.818,0.735,5,981.500,116.619,23.762,0.976,0.953,9.645,0.856,0.834,8.446
