 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,289,255,0,255,255,255,752.126,11.808,752.126,11.808,67.113,740.000,4.000,24,16,23.860,15.422,5.634,0.806,25.632,73695,255,NaN,NaN,100,73695,740,15,20.556,16.000,1.547,0.646,0.913,746,4,4.306,1.602,0.804,0.753,2,316.500,66.224,33.556,NaN,NaN,NaN,NaN,NaN,NaN
2,1886,255,0,255,255,255,780.287,30.367,780.287,30.367,191.539,747.000,7.000,64,47,59.133,40.609,157.099,0.646,68.029,480930,255,NaN,NaN,100,480930,747,21,155.695,45.596,1.456,0.687,0.855,765,7,9.847,1.492,0.829,0.627,6,2205.000,174.795,31.923,0.815,0.712,7.637,0.794,0.784,7.890
3,901,255,0,255,255,255,572.751,38.203,572.751,38.203,134.953,558.000,12.000,32,45,44.431,25.819,102.612,0.622,48.104,229755,255,NaN,NaN,100,229755,565,12,110.695,31.951,1.721,0.581,0.826,565,12,6.676,1.506,0.762,0.626,3,1090.500,122.924,44.984,0.986,0.972,9.790,0.775,0.770,7.724
4,661,255,0,255,255,255,664.061,27.948,664.061,27.948,97.497,647.000,15.000,33,26,32.632,25.791,24.109,0.874,34.482,168555,255,NaN,NaN,100,168555,647,31,16.858,26.000,1.265,0.790,0.954,659,15,6.780,1.326,0.889,0.770,3,693.000,97.992,32.499,0.832,0.555,6.933,0.896,0.909,9.026
5,708,255,0,255,255,255,728.527,27.719,728.527,27.719,104.811,708.000,15.000,38,27,37.396,24.106,5.980,0.810,38.833,180540,255,NaN,NaN,100,180540,708,29,11.889,26.119,1.551,0.645,0.925,737,15,6.755,1.487,0.803,0.690,5,765.000,102.957,20.962,0.967,0.937,9.516,0.847,0.826,8.368
6,784,255,0,255,255,255,692.644,38.864,692.644,38.864,112.083,673.000,25.000,40,26,37.660,26.506,1.194,0.784,40.447,199920,255,NaN,NaN,100,199920,673,43,8.531,26.000,1.421,0.704,0.926,681,25,6.995,1.556,0.839,0.754,5,846.500,108.303,22.417,0.950,0.907,9.284,0.831,0.792,8.115
7,2577,255,0,255,255,255,619.737,49.088,619.737,49.088,224.894,583.000,26.000,71,50,68.369,47.992,169.275,0.640,73.007,657135,255,NaN,NaN,100,657135,583,58,13.465,49.977,1.425,0.702,0.865,597,26,11.459,1.461,0.838,0.726,7,2979.500,203.188,32.128,0.794,0.687,7.403,0.811,0.793,8.020
8,476,255,0,255,255,255,495.288,46.128,495.288,46.128,89.397,479.000,34.000,33,24,34.128,17.758,33.573,0.748,35.847,121380,255,NaN,NaN,100,121380,479,55,22.989,19.718,1.922,0.520,0.912,498,34,5.325,1.818,0.721,0.601,2,522.000,85.047,44.698,NaN,NaN,NaN,NaN,NaN,NaN
9,1318,255,0,255,255,255,751.184,57.695,751.184,57.695,156.024,730.000,34.000,40,49,50.240,33.403,104.867,0.680,51.740,336090,255,NaN,NaN,100,336090,732,41,131.082,38.092,1.504,0.665,0.873,746,34,8.447,1.358,0.815,0.672,8,1509.000,144.601,19.503,0.820,0.718,7.686,0.839,0.855,8.469
10,1723,255,0,255,255,255,835.500,61.462,835.500,61.462,175.338,810.000,34.000,49,58,65.218,33.638,122.643,0.704,68.015,439365,255,NaN,NaN,100,439365,812,38,131.424,36.186,1.939,0.516,0.919,833,34,9.827,1.880,0.718,0.606,6,1875.000,161.185,29.223,0.865,0.777,8.209,0.754,0.636,6.951
11,278,255,0,255,255,255,718.302,47.155,718.302,47.155,63.941,708.000,38.000,21,18,21.372,16.562,6.483,0.854,22.847,70890,255,NaN,NaN,100,70890,708,52,23.199,18.000,1.290,0.775,0.927,714,38,4.348,1.269,0.880,0.735,5,300.000,64.474,12.788,0.994,0.988,9.910,0.895,0.928,9.116
12,671,255,0,255,255,255,864.142,56.449,864.142,56.449,104.569,850.000,41.000,30,34,32.414,26.357,90.650,0.771,35.735,171105,255,NaN,NaN,100,171105,860,75,72.072,27.828,1.230,0.813,0.899,863,41,6.417,1.284,0.902,0.658,3,746.000,101.670,34.856,0.885,0.725,8.050,0.876,0.913,8.943
13,507,255,0,255,255,255,663.119,52.697,663.119,52.697,87.012,648.000,42.000,30,22,28.775,22.434,3.220,0.842,30.806,129285,255,NaN,NaN,100,129285,648,56,13.134,22.000,1.283,0.780,0.940,655,42,5.827,1.400,0.883,0.768,5,539.500,86.461,17.402,0.986,0.973,9.797,0.874,0.871,8.722
14,2411,255,0,255,255,255,506.967,66.890,506.967,66.890,261.179,459.000,44.000,101,47,93.813,32.722,15.472,0.444,104.293,614805,255,NaN,NaN,100,614805,459,82,14.436,41.570,2.867,0.349,0.784,512,44,9.231,2.509,0.591,0.508,10,3077.000,206.485,26.118,0.525,0.459,4.920,0.541,0.274,4.073
15,3049,255,0,255,255,255,943.654,75.806,943.654,75.806,255.622,898.000,45.000,92,59,100.019,38.814,158.863,0.586,97.990,777495,255,NaN,NaN,100,777495,898,59,155.266,42.896,2.577,0.388,0.870,910,45,11.928,2.284,0.623,0.562,6,3504.500,220.363,42.604,0.756,0.647,7.015,0.659,0.444,5.515
