 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,885,255,0,255,255,255,745.018,19.683,745.018,19.683,117.154,727.000,4.000,37,33,36.591,30.795,160.750,0.810,39.051,225675,255,NaN,NaN,100,225675,731,4,140.194,31.323,1.188,0.842,0.930,731,4,7.554,1.247,0.917,0.725,4,951.500,114.823,29.289,0.985,0.968,9.764,0.902,0.938,9.198
2,135,255,0,255,255,255,655.559,13.989,655.559,13.989,43.556,649.000,8.000,13,12,14.097,12.193,11.507,0.894,16.401,34425,255,NaN,NaN,100,34425,649,19,37.569,12.000,1.156,0.865,0.938,654,8,3.099,1.367,0.930,0.865,1,144.000,44.669,43.556,NaN,NaN,NaN,NaN,NaN,NaN
3,769,255,0,255,255,255,714.786,28.672,714.786,28.672,107.154,698.000,12.000,32,33,35.573,27.524,57.739,0.842,38.079,196095,255,NaN,NaN,100,196095,707,45,60.068,27.400,1.292,0.774,0.941,711,12,7.177,1.390,0.880,0.728,4,817.000,106.399,26.789,0.966,0.928,9.472,0.877,0.875,8.761
4,832,255,0,255,255,255,618.591,35.977,618.591,35.977,109.539,603.000,17.000,32,38,34.887,30.364,105.033,0.871,38.328,212160,255,NaN,NaN,100,212160,618,17,97.496,31.394,1.149,0.870,0.942,618,17,7.595,1.221,0.933,0.684,4,883.500,110.644,27.385,0.949,0.891,9.200,0.912,0.954,9.329
5,448,255,0,255,255,255,808.098,26.958,808.098,26.958,85.012,794.000,17.000,29,22,28.903,19.736,168.218,0.779,31.305,114240,255,NaN,NaN,100,114240,795,18,153.435,21.515,1.464,0.683,0.911,797,17,5.270,1.455,0.826,0.702,3,491.500,82.525,28.337,0.881,0.712,7.963,0.846,0.834,8.401
6,433,255,0,255,255,255,777.731,27.348,777.731,27.348,84.326,762.000,18.000,31,22,29.020,18.998,166.420,0.765,31.145,110415,255,NaN,NaN,100,110415,762,26,174.472,21.681,1.528,0.655,0.891,774,18,5.135,1.437,0.809,0.635,4,486.000,82.062,21.081,0.987,0.974,9.806,0.839,0.838,8.387
7,580,255,0,255,255,255,650.133,33.814,650.133,33.814,97.497,634.000,20.000,30,29,30.162,24.484,149.858,0.767,34.000,147900,255,NaN,NaN,100,147900,634,27,151.928,27.106,1.232,0.812,0.899,648,20,5.949,1.254,0.901,0.667,4,645.500,94.574,24.374,0.988,0.976,9.821,0.868,0.916,8.921
8,775,255,0,255,255,255,586.697,37.748,586.697,37.748,108.225,571.000,21.000,32,35,33.136,29.779,46.200,0.831,36.401,197625,255,NaN,NaN,100,197625,573,49,37.185,29.985,1.113,0.899,0.925,587,21,7.161,1.214,0.948,0.692,4,837.500,107.725,27.056,0.972,0.941,9.566,0.907,0.958,9.323
9,428,255,0,255,255,255,485.472,33.614,485.472,33.614,85.255,470.000,23.000,30,22,30.332,17.966,23.965,0.740,33.106,109140,255,NaN,NaN,100,109140,470,38,25.017,19.338,1.688,0.592,0.904,493,23,5.020,1.712,0.770,0.648,2,473.500,81.000,42.627,NaN,NaN,NaN,NaN,NaN,NaN
10,841,255,0,255,255,255,553.461,43.393,553.461,43.393,119.983,536.000,26.000,36,36,33.534,31.932,175.703,0.734,38.897,214455,255,NaN,NaN,100,214455,542,59,43.958,34.034,1.050,0.952,0.869,543,26,7.009,1.143,0.976,0.649,4,967.500,115.785,29.996,0.966,0.935,9.502,0.864,0.945,9.043
