 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,671,255,0,255,255,255,556.387,44.609,556.387,44.609,110.569,540.000,26.000,32,35,35.066,24.364,118.230,0.690,38.471,171105,255,NaN,NaN,100,171105,550,26,117.897,27.296,1.439,0.695,0.842,550,26,6.069,1.409,0.834,0.599,1,796.500,105.055,110.569,NaN,NaN,NaN,NaN,NaN,NaN
2,922,255,0,255,255,255,585.901,52.026,585.901,52.026,121.154,569.000,32.000,33,39,44.147,26.591,55.899,0.789,46.400,235110,255,NaN,NaN,100,235110,573,71,52.883,29.438,1.660,0.602,0.930,592,32,7.610,1.576,0.776,0.716,4,991.000,117.182,30.289,0.998,0.995,9.962,0.824,0.781,8.025
3,389,255,0,255,255,255,613.204,45.104,613.204,45.104,75.113,603.000,35.000,21,23,22.442,22.070,92.436,0.866,25.807,99195,255,NaN,NaN,100,99195,603,36,144.462,21.000,1.017,0.983,0.942,608,35,5.179,1.229,0.992,0.805,2,413.000,75.649,37.556,NaN,NaN,NaN,NaN,NaN,NaN
4,219,255,0,255,255,255,436.066,51.655,436.066,51.655,58.770,425.000,43.000,20,17,21.247,13.124,28.403,0.797,22.023,55845,255,NaN,NaN,100,55845,428,58,39.472,13.864,1.619,0.618,0.909,440,43,3.726,1.589,0.786,0.644,0,241.000,57.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,594,255,0,255,255,255,605.847,71.276,605.847,71.276,98.912,592.000,53.000,26,34,34.885,21.680,109.630,0.763,37.162,151470,255,NaN,NaN,100,151470,602,53,113.806,24.254,1.609,0.621,0.897,602,53,6.005,1.532,0.788,0.672,4,662.000,95.775,24.728,0.985,0.971,9.784,0.824,0.797,8.107
6,672,255,0,255,255,255,376.312,86.543,376.312,86.543,102.569,361.000,71.000,31,32,35.885,23.843,41.434,0.803,37.014,171360,255,NaN,NaN,100,171360,361,96,38.418,25.587,1.505,0.664,0.930,383,71,6.552,1.447,0.815,0.677,2,722.500,100.056,51.284,NaN,NaN,NaN,NaN,NaN,NaN
7,1114,255,0,255,255,255,582.908,90.726,582.908,90.726,128.468,565.000,71.000,36,42,40.357,35.146,87.172,0.848,43.174,284070,255,NaN,NaN,100,284070,581,113,76.608,35.885,1.148,0.871,0.941,589,71,8.671,1.203,0.933,0.737,4,1183.500,128.059,32.117,0.962,0.920,9.411,0.917,0.966,9.417
8,466,255,0,255,255,255,398.723,90.043,398.723,90.043,85.941,387.000,76.000,22,28,30.408,19.512,71.418,0.793,32.249,118830,255,NaN,NaN,100,118830,392,104,60.255,21.187,1.558,0.642,0.927,395,76,5.422,1.522,0.801,0.756,1,502.500,83.444,85.941,NaN,NaN,NaN,NaN,NaN,NaN
9,674,255,0,255,255,255,530.332,91.748,530.332,91.748,99.255,516.000,77.000,28,31,30.750,27.908,103.442,0.860,33.615,171870,255,NaN,NaN,100,171870,523,77,112.751,28.000,1.102,0.908,0.938,523,77,6.791,1.201,0.953,0.776,0,718.500,99.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,316,255,0,255,255,255,609.703,97.066,609.703,97.066,68.870,600.000,88.000,20,20,20.204,19.914,14.354,0.837,23.854,80580,255,NaN,NaN,100,80580,602,88,123.024,20.000,1.015,0.986,0.938,602,88,4.588,1.193,0.993,0.790,4,337.000,68.335,17.218,0.969,0.934,9.513,0.903,0.954,9.284
11,534,255,0,255,255,255,358.522,112.288,358.522,112.288,86.912,346.000,97.000,24,30,28.432,23.914,104.629,0.888,30.150,136170,255,NaN,NaN,100,136170,360,97,95.711,24.000,1.189,0.841,0.944,360,97,6.144,1.256,0.917,0.742,1,565.500,88.520,86.912,NaN,NaN,NaN,NaN,NaN,NaN
12,337,255,0,255,255,255,627.301,109.378,627.301,109.378,73.012,616.000,98.000,24,20,24.455,17.546,155.092,0.794,26.907,85935,255,NaN,NaN,100,85935,621,98,131.987,19.290,1.394,0.717,0.923,621,98,4.616,1.395,0.847,0.702,4,365.000,71.117,18.253,0.994,0.989,9.914,0.860,0.860,8.600
13,651,255,0,255,255,255,600.459,117.709,600.459,117.709,103.740,582.000,104.000,36,27,34.929,23.730,177.579,0.760,36.497,166005,255,NaN,NaN,100,166005,582,122,9.462,24.876,1.472,0.679,0.902,597,104,6.275,1.467,0.824,0.670,6,721.500,99.987,17.290,0.908,0.838,8.730,0.841,0.828,8.346
14,295,255,0,255,255,255,648.880,123.747,648.880,123.747,68.870,640.000,113.000,18,22,24.305,15.454,120.918,0.782,27.803,75225,255,NaN,NaN,100,75225,641,113,127.694,16.474,1.573,0.636,0.929,641,113,4.283,1.688,0.797,0.745,2,317.500,66.328,34.435,NaN,NaN,NaN,NaN,NaN,NaN
15,273,255,0,255,255,255,498.932,126.822,498.932,126.822,63.941,491.000,116.000,18,21,21.702,16.017,107.279,0.839,22.672,69615,255,NaN,NaN,100,69615,494,116,131.424,17.058,1.355,0.738,0.929,494,116,4.270,1.329,0.859,0.722,2,294.000,63.826,31.971,NaN,NaN,NaN,NaN,NaN,NaN
16,358,255,0,255,255,255,628.265,126.413,628.265,126.413,75.598,615.000,118.000,26,19,25.678,17.751,176.464,0.787,26.926,91290,255,NaN,NaN,100,91290,615,124,164.932,19.000,1.447,0.691,0.898,619,118,4.736,1.417,0.831,0.725,4,398.500,74.309,18.899,0.999,0.998,9.983,0.854,0.856,8.548
17,283,255,0,255,255,255,468.168,132.719,468.168,132.719,65.598,457.000,122.000,22,19,20.787,17.335,5.467,0.826,22.361,72165,255,NaN,NaN,100,72165,457,136,10.305,18.758,1.199,0.834,0.917,468,122,4.314,1.192,0.913,0.677,3,308.500,65.381,21.866,0.855,0.633,7.442,0.901,0.963,9.319
18,755,255,0,255,255,255,588.602,140.141,588.602,140.141,109.397,571.000,123.000,33,33,34.084,28.204,142.525,0.793,37.216,192525,255,NaN,NaN,100,192525,572,133,149.300,30.674,1.209,0.827,0.924,581,123,6.901,1.213,0.910,0.693,3,817.000,106.399,36.466,0.873,0.689,7.810,0.893,0.944,9.185
19,585,255,0,255,255,255,322.208,141.611,322.208,141.611,92.669,309.000,126.000,25,31,29.430,25.309,75.187,0.856,32.573,149175,255,NaN,NaN,100,149175,317,157,72.121,25.000,1.163,0.860,0.944,324,126,6.313,1.303,0.927,0.755,0,620.000,92.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN
