 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,815,255,0,255,255,255,586.579,17.761,586.579,17.761,108.326,569.000,3.000,35,30,36.134,28.717,12.746,0.873,37.736,207825,255,NaN,NaN,100,207825,572,30,32.005,29.553,1.258,0.795,0.949,594,3,7.524,1.277,0.891,0.776,3,859.000,109.099,36.109,0.832,0.556,6.944,0.907,0.932,9.197
2,201,255,0,255,255,255,646.316,11.246,646.316,11.246,54.042,637.000,4.000,18,14,18.705,13.682,6.164,0.865,19.313,51255,255,NaN,NaN,100,51255,637,8,158.749,14.000,1.367,0.731,0.928,644,4,3.719,1.380,0.855,0.798,1,216.500,54.771,54.042,NaN,NaN,NaN,NaN,NaN,NaN
3,294,255,0,255,255,255,725.446,17.367,725.446,17.367,68.426,716.000,6.000,20,23,22.988,16.284,54.191,0.789,24.187,74970,255,NaN,NaN,100,74970,719,27,60.255,18.018,1.412,0.708,0.903,729,6,4.297,1.342,0.842,0.639,2,325.500,67.158,34.213,NaN,NaN,NaN,NaN,NaN,NaN
4,767,255,0,255,255,255,555.406,28.123,555.406,28.123,109.154,539.000,11.000,32,34,36.985,26.404,58.721,0.809,39.699,195585,255,NaN,NaN,100,195585,542,43,49.086,28.195,1.401,0.714,0.920,550,11,7.027,1.408,0.845,0.705,4,833.500,107.468,27.289,0.985,0.970,9.777,0.864,0.862,8.630
5,1324,255,0,255,255,255,790.838,26.967,790.838,26.967,150.468,765.000,11.000,54,35,53.551,31.480,169.934,0.735,54.589,337620,255,NaN,NaN,100,337620,765,16,171.573,33.470,1.701,0.588,0.930,771,11,8.799,1.631,0.767,0.701,4,1423.000,140.420,37.617,0.966,0.936,9.509,0.810,0.749,7.793
6,793,255,0,255,255,255,651.173,32.968,651.173,32.968,112.811,635.000,16.000,32,37,34.466,29.295,82.113,0.783,37.577,202215,255,NaN,NaN,100,202215,640,19,115.201,31.384,1.176,0.850,0.907,655,16,7.029,1.197,0.922,0.670,5,874.000,110.048,22.562,0.949,0.905,9.273,0.891,0.952,9.215
7,964,255,0,255,255,255,748.068,30.918,748.068,30.918,122.569,728.000,16.000,41,30,40.341,30.426,2.940,0.806,41.976,245820,255,NaN,NaN,100,245820,728,28,167.619,30.000,1.326,0.754,0.934,737,16,7.865,1.399,0.868,0.784,5,1032.000,119.582,24.514,0.964,0.932,9.484,0.868,0.865,8.665
8,715,255,0,255,255,255,500.371,30.823,500.371,30.823,103.497,481.000,19.000,37,25,35.989,25.296,3.946,0.839,37.336,182325,255,NaN,NaN,100,182325,481,28,172.304,25.000,1.423,0.703,0.946,496,19,6.908,1.493,0.838,0.773,3,755.500,102.316,34.499,0.849,0.613,7.308,0.853,0.827,8.401
9,689,255,0,255,255,255,683.642,34.475,683.642,34.475,104.083,666.000,21.000,35,27,34.827,25.189,162.521,0.799,37.643,175695,255,NaN,NaN,100,175695,668,23,140.389,27.000,1.383,0.723,0.924,685,21,6.620,1.394,0.850,0.729,4,745.500,101.636,26.021,0.991,0.982,9.869,0.865,0.866,8.658
10,550,255,0,255,255,255,828.920,34.773,828.920,34.773,90.811,814.000,21.000,30,28,28.396,24.661,153.755,0.838,30.265,140250,255,NaN,NaN,100,140250,814,35,172.405,24.597,1.151,0.868,0.932,824,21,6.057,1.230,0.932,0.655,3,590.000,90.417,30.270,0.849,0.614,7.316,0.909,0.951,9.302
11,686,255,0,255,255,255,606.669,40.668,606.669,40.668,102.326,591.000,24.000,31,31,32.183,27.139,140.228,0.823,35.228,174930,255,NaN,NaN,100,174930,591,34,145.408,28.983,1.186,0.843,0.929,604,24,6.704,1.215,0.918,0.714,4,738.500,101.158,25.581,0.977,0.952,9.642,0.901,0.950,9.254
