 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Area/Perim.,Ferets AR,Compactness,Extent,Neighbors,Area Convext Hull,Perim Convext Hull,PoN,PSR,PAR,Poly_Ave,HSR,HAR,Hex_Ave
1,5858,255,0,255,255,255,230.509,65.514,230.509,65.514,395.262,189.000,14.000,96,118,116.872,63.819,61.833,0.471,123.968,1493790,255,NaN,NaN,100,1493790,213,132,72.150,81.372,1.831,0.546,0.812,248,14,14.821,1.523,0.739,0.517,14,7214.000,316.165,28.233,0.556,0.479,5.174,0.718,0.679,6.987
2,1321,255,0,255,255,255,435.934,45.378,435.934,45.378,167.681,408.000,28.000,50,40,46.205,36.402,166.806,0.590,53.712,336855,255,NaN,NaN,100,336855,408,36,151.049,39.478,1.269,0.788,0.833,449,28,7.878,1.361,0.888,0.660,8,1586.500,148.267,20.960,0.733,0.623,6.778,0.798,0.815,8.062
3,209,255,0,255,255,255,191.309,39.098,191.309,39.098,56.284,181.000,31.000,18,16,18.461,14.415,24.073,0.829,20.000,53295,255,NaN,NaN,100,53295,183,44,36.870,14.856,1.281,0.781,0.921,193,31,3.713,1.346,0.884,0.726,4,227.000,56.084,14.071,0.973,0.944,9.589,0.880,0.895,8.878
4,177,255,0,255,255,255,464.285,40.291,464.285,40.291,50.870,458.000,31.000,14,17,16.747,13.457,115.368,0.860,18.385,45135,255,NaN,NaN,100,45135,459,32,135.000,14.000,1.244,0.804,0.929,463,31,3.479,1.313,0.896,0.744,4,190.500,51.377,12.718,0.956,0.906,9.308,0.890,0.910,8.998
5,969,255,0,255,255,255,398.312,57.210,398.312,57.210,129.782,379.000,37.000,35,42,40.023,30.826,111.374,0.723,43.681,247095,255,NaN,NaN,100,247095,397,37,105.945,34.429,1.298,0.770,0.899,397,37,7.466,1.269,0.878,0.659,4,1077.500,122.190,32.445,0.958,0.920,9.391,0.863,0.903,8.830
6,60,255,0,255,255,255,176.933,43.383,176.933,43.383,28.627,172.000,39.000,10,9,9.606,7.953,37.098,0.920,10.296,15300,255,NaN,NaN,100,15300,172,45,29.055,8.485,1.208,0.828,0.876,177,39,2.096,1.213,0.910,0.667,2,68.500,30.809,14.314,NaN,NaN,NaN,NaN,NaN,NaN
7,538,255,0,255,255,255,488.273,54.465,488.273,54.465,96.912,473.000,39.000,29,30,34.413,19.906,129.817,0.720,38.288,137190,255,NaN,NaN,100,137190,473,39,139.236,23.335,1.729,0.578,0.886,473,39,5.551,1.641,0.761,0.618,5,607.500,91.748,19.382,0.904,0.832,8.682,0.785,0.733,7.587
8,186,255,0,255,255,255,183.543,53.452,183.543,53.452,51.698,176.000,45.000,15,17,15.961,14.838,45.903,0.875,17.692,47430,255,NaN,NaN,100,47430,178,60,42.709,15.000,1.076,0.930,0.903,182,45,3.598,1.179,0.964,0.729,4,206.000,53.427,12.925,0.948,0.887,9.171,0.898,0.965,9.317
9,162,255,0,255,255,255,198.932,52.494,198.932,52.494,48.042,192.000,45.000,15,14,15.088,13.671,8.800,0.882,16.643,41310,255,NaN,NaN,100,41310,192,57,32.735,14.000,1.104,0.906,0.913,199,45,3.372,1.189,0.952,0.771,4,177.500,49.593,12.010,0.944,0.877,9.103,0.902,0.962,9.322
10,582,255,0,255,255,255,475.986,70.338,475.986,70.338,115.397,466.000,46.000,23,45,46.577,15.910,105.859,0.549,47.434,148410,255,NaN,NaN,100,148410,471,46,108.435,19.403,2.928,0.342,0.839,471,46,5.043,2.445,0.584,0.562,8,693.500,98.028,14.425,0.686,0.579,6.327,0.609,0.362,4.854
11,142,255,0,255,255,255,417.824,55.225,417.824,55.225,44.870,411.000,48.000,14,14,14.548,12.428,111.018,0.886,16.643,36210,255,NaN,NaN,100,36210,413,48,122.735,13.097,1.171,0.854,0.910,413,48,3.165,1.271,0.924,0.724,3,156.000,46.493,14.957,0.826,0.534,6.800,0.883,0.915,8.990
12,127,255,0,255,255,255,461.437,55.618,461.437,55.618,44.385,455.000,48.000,12,14,13.987,11.561,94.819,0.810,15.652,32385,255,NaN,NaN,100,32385,459,48,116.565,11.738,1.210,0.827,0.888,459,48,2.861,1.333,0.909,0.756,4,143.000,44.514,11.096,0.985,0.969,9.766,0.868,0.897,8.825
13,1484,255,0,255,255,255,520.577,97.285,520.577,97.285,208.208,503.000,54.000,37,78,72.242,26.155,104.163,0.430,82.541,378420,255,NaN,NaN,100,378420,503,54,109.093,35.777,2.762,0.362,0.760,503,54,7.127,2.307,0.602,0.514,11,1953.500,164.525,18.928,0.496,0.442,4.693,0.547,0.338,4.425
