 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,947,255,0,255,255,255,607.027,21.788,607.027,21.788,118.811183182,588,4,37,35,37.787576907,31.909,21.832,0.843,40.311288741,241485,255,NaN,NaN,100,241485,589,30,29.745,33.610856210,1.184,0.844,0.936696340,610,4
2,562,255,0,255,255,255,638.633,17.367,638.633,17.367,90.426406871,625,4,29,25,29.296823209,24.425,4.957,0.864,31.384709653,143310,255,NaN,NaN,100,143310,625,26,22.479,25.000000000,1.199,0.834,0.950930626,639,4
3,425,255,0,255,255,255,688.611,14.639,688.611,14.639,80.426406871,675,4,28,21,26.340669851,20.543,157.417,0.826,28.635642127,108375,255,NaN,NaN,100,108375,675,11,167.905,21.000000000,1.282,0.780,0.921908894,688,4
4,585,255,0,255,255,255,573.459,17.305,573.459,17.305,95.012193309,557,6,32,24,32.732220420,22.756,1.039,0.814,33.241540277,149175,255,NaN,NaN,100,149175,557,21,15.709,23.171377855,1.438,0.695,0.924901186,578,6
5,789,255,0,255,255,255,793.188,23.571,793.188,23.571,133.053823869,765,10,51,29,49.623689626,20.244,158.042,0.560,52.172789843,201195,255,NaN,NaN,100,201195,765,14,167.829,24.509686230,2.451,0.408,0.852051836,769,10
6,685,255,0,255,255,255,664.855,28.358,664.855,28.358,101.740115370,649,14,31,31,31.184343509,27.968,61.543,0.832,34.014702703,174675,255,NaN,NaN,100,174675,660,45,65.695,28.968472756,1.115,0.897,0.928184282,665,14
7,915,255,0,255,255,255,715.523,33.222,715.523,33.222,117.982756057,697,17,37,34,36.858155801,31.608,145.679,0.826,40.459856648,233325,255,NaN,NaN,100,233325,704,17,129.987,33.282011774,1.166,0.858,0.926113360,704,17
8,1603,255,0,255,255,255,772.698,49.259,772.698,49.259,173.480230740,754,18,39,61,59.143388359,34.509,89.874,0.669,62.369864518,408765,255,NaN,NaN,100,408765,764,18,102.031,38.399381167,1.714,0.583,0.863918081,764,18
9,689,255,0,255,255,255,553.645,36.304,553.645,36.304,101.396969620,536,22,34,29,33.635013695,26.082,147.534,0.842,35.735136770,175695,255,NaN,NaN,100,175695,536,33,162.072,28.170414522,1.290,0.775,0.926075269,554,22
10,617,255,0,255,255,255,824.516,37.176,824.516,37.176,98.325901808,810,22,28,31,30.778120190,25.524,102.362,0.802,32.802438934,157335,255,NaN,NaN,100,157335,817,22,127.569,27.457693178,1.206,0.829,0.914074074,817,22
11,355,255,0,255,255,255,507.920,37.230,507.920,37.230,72.426406871,499,25,20,25,23.510817695,19.225,99.108,0.850,25.317977802,90525,255,NaN,NaN,100,90525,507,25,99.090,20.000000000,1.223,0.818,0.935441370,507,25
12,482,255,0,255,255,255,689.369,38.504,689.369,38.504,90.911688245,676,25,27,29,29.300666597,20.945,122.369,0.733,31.144823005,122910,255,NaN,NaN,100,122910,681,25,132.397,23.714341087,1.399,0.715,0.872398190,681,25
13,774,255,0,255,255,255,854.655,40.788,854.655,40.788,116.568542495,836,26,38,31,41.552773760,23.717,155.486,0.716,43.566041822,197370,255,NaN,NaN,100,197370,837,26,148.134,24.248852536,1.752,0.571,0.924179104,837,26
14,354,255,0,255,255,255,580.720,37.167,580.720,37.167,72.183766184,569,28,25,19,23.873843419,18.880,174.005,0.854,25.961509971,90270,255,NaN,NaN,100,90270,569,31,164.358,19.000000000,1.265,0.791,0.932806324,578,28
15,1423,255,0,255,255,255,635.883,48.610,635.883,48.610,147.296464556,614,28,46,42,45.946386518,39.433,169.428,0.824,49.648766349,362865,255,NaN,NaN,100,362865,614,39,152.403,41.036435531,1.165,0.858,0.935261255,626,28
16,624,255,0,255,255,255,745.835,45.024,745.835,45.024,95.254833996,731,32,30,27,30.195143452,26.312,138.917,0.864,33.015148038,159120,255,NaN,NaN,100,159120,735,32,125.134,27.000000000,1.148,0.871,0.949049430,735,32
17,854,255,0,255,255,255,528.397,52.417,528.397,52.417,112.568542495,512,35,34,34,35.301377378,30.802,63.947,0.847,37.576588456,217770,255,NaN,NaN,100,217770,519,69,64.799,31.304951685,1.146,0.873,0.938977460,528,35
18,656,255,0,255,255,255,601.780,52.431,601.780,52.431,100.083261121,586,37,29,31,31.142621955,26.820,116.382,0.823,34.014702703,167280,255,NaN,NaN,100,167280,595,37,114.305,27.907815283,1.161,0.861,0.931156849,595,37
