 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,1180,255,0,255,255,255,739.214,31.482,739.214,31.482,137.195959493,716,12,47,38,44.980262057,33.402,6.324,0.788,47.169905660,300900,255,NaN,NaN,100,300900,719,43,21.125,34.435446853,1.347,0.743,0.939116594,739,12
2,553,255,0,255,255,255,803.871,24.518,803.871,24.518,105.740115370,783,12,41,23,41.520430883,16.958,165.789,0.622,41.593268686,141015,255,NaN,NaN,100,141015,783,20,170.311,19.564432516,2.448,0.408,0.883386581,787,12
3,1069,255,0,255,255,255,520.739,29.539,520.739,29.539,126.811183182,498,14,46,30,45.695025062,29.786,6.737,0.835,47.074409184,272595,255,NaN,NaN,100,272595,498,36,12.265,29.613006848,1.534,0.652,0.952762923,523,14
4,883,255,0,255,255,255,635.700,30.373,635.700,30.373,116.710678119,615,15,41,32,38.611057623,29.118,2.992,0.815,41.303752856,225165,255,NaN,NaN,100,225165,615,37,6.953,30.398000946,1.326,0.754,0.936870027,629,15
5,772,255,0,255,255,255,594.813,35.063,594.813,35.063,111.053823869,575,20,40,29,38.791356627,25.339,170.304,0.787,40.792156109,196860,255,NaN,NaN,100,196860,575,31,168.690,27.101143887,1.531,0.653,0.923997606,591,20
6,921,255,0,255,255,255,699.333,37.572,699.333,37.572,117.639610307,680,20,38,34,36.880126408,31.796,6.840,0.836,39.204591568,234855,255,NaN,NaN,100,234855,684,50,37.747,32.499773755,1.160,0.862,0.938837920,693,20
7,898,255,0,255,255,255,779.727,38.569,779.727,38.569,116.024386618,761,22,38,37,36.977652893,30.921,144.019,0.838,38.327535793,228990,255,NaN,NaN,100,228990,761,40,7.496,30.855644483,1.196,0.836,0.935416667,776,22
8,170,255,0,255,255,255,489.924,28.659,489.924,28.659,53.798989873,479,23,20,11,19.629221767,11.027,8.872,0.738,21.540659229,43350,255,NaN,NaN,100,43350,479,31,21.801,11.000000000,1.780,0.562,0.918918919,491,23
9,429,255,0,255,255,255,835.759,34.211,835.759,34.211,80.083261121,822,23,27,23,27.524928044,19.845,154.345,0.841,29.410882340,109395,255,NaN,NaN,100,109395,825,24,144.689,20.801257358,1.387,0.721,0.926565875,828,23
10,1016,255,0,255,255,255,557.347,43.649,557.347,43.649,125.982756057,537,28,42,33,39.926231207,32.400,8.666,0.804,42.107006543,259080,255,NaN,NaN,100,259080,537,42,175.914,33.000000000,1.232,0.811,0.930829134,545,28
11,1439,255,0,255,255,255,483.048,53.233,483.048,53.233,146.953318806,460,31,46,43,45.433320797,40.327,14.643,0.837,48.383881614,366945,255,NaN,NaN,100,366945,460,59,18.060,42.127520696,1.127,0.888,0.926593690,476,31
12,986,255,0,255,255,255,880.088,49.282,880.088,49.282,149.539105243,849,32,56,34,56.254152902,22.317,152.940,0.554,60.926184847,251430,255,NaN,NaN,100,251430,849,33,156.801,26.563132345,2.521,0.397,0.846351931,855,32
13,1427,255,0,255,255,255,664.838,58.844,664.838,58.844,170.509667992,642,34,41,56,55.182425407,32.926,106.642,0.617,58.523499554,363885,255,NaN,NaN,100,363885,656,34,106.887,40.931462414,1.676,0.597,0.815195658,656,34
14,1827,255,0,255,255,255,805.407,59.955,805.407,59.955,187.681240867,776,34,59,53,64.531466553,36.048,39.454,0.652,65.306967469,465885,255,NaN,NaN,100,465885,776,75,25.388,43.716261553,1.790,0.559,0.832535885,818,34
15,562,255,0,255,255,255,445.778,49.073,445.778,49.073,92.526911935,429,38,32,21,32.996250738,21.686,6.920,0.825,33.615472628,143310,255,NaN,NaN,100,143310,432,59,30.379,21.000000000,1.522,0.657,0.955782313,442,38
16,766,255,0,255,255,255,624.185,54.714,624.185,54.714,111.053823869,605,39,38,31,36.886487848,26.441,163.375,0.780,39.560080890,195330,255,NaN,NaN,100,195330,605,50,163.856,26.802422708,1.395,0.717,0.918465228,616,39
17,1065,255,0,255,255,255,758.014,61.266,758.014,61.266,128.710678119,739,41,40,39,39.304300069,34.500,157.420,0.808,43.266615306,271575,255,NaN,NaN,100,271575,739,51,146.310,36.294475906,1.139,0.878,0.934210526,758,41
18,1076,255,0,255,255,255,853.813,61.110,853.813,61.110,126.225396744,835,42,39,37,41.607831927,32.927,137.954,0.849,45.254833996,274380,255,NaN,NaN,100,274380,836,47,135.000,34.231924537,1.264,0.791,0.948853616,849,42
19,780,255,0,255,255,255,522.449,56.551,522.449,56.551,110.083261121,505,44,37,28,36.222103421,27.418,7.775,0.809,37.854986461,198900,255,NaN,NaN,100,198900,505,64,12.200,28.000000000,1.321,0.757,0.947752126,517,44
20,785,255,0,255,255,255,724.250,61.122,724.250,61.122,109.497474683,708,44,32,33,34.630428007,28.862,135.361,0.823,37.735924528,200175,255,NaN,NaN,100,200175,708,53,147.995,30.357865538,1.200,0.833,0.930646117,719,44
21,721,255,0,255,255,255,590.585,59.689,590.585,59.689,103.396969620,573,46,35,29,34.001732867,26.999,159.200,0.847,36.138621999,183855,255,NaN,NaN,100,183855,573,55,165.579,27.649061254,1.259,0.794,0.943100065,579,46
22,441,255,0,255,255,255,417.008,58.437,417.008,58.437,86.426406871,401,47,30,22,30.234992182,18.571,18.597,0.742,31.906112267,112455,255,NaN,NaN,100,112455,401,64,32.196,20.509992536,1.628,0.614,0.899082569,420,47
23,789,255,0,255,255,255,693.570,66.823,693.570,66.823,108.911688245,677,51,33,32,33.790835520,29.730,147.125,0.836,36.715119501,201195,255,NaN,NaN,100,201195,684,51,119.358,30.238648100,1.137,0.880,0.927689594,684,51
24,461,255,0,255,255,255,568.027,69.821,568.027,69.821,84.669047558,555,57,27,25,27.907003132,21.033,138.055,0.808,29.546573405,117555,255,NaN,NaN,100,117555,555,62,156.038,22.465357947,1.327,0.754,0.924774323,568,57
25,383,255,0,255,255,255,910.398,68.012,910.398,68.012,74.183766184,898,57,23,22,22.607567683,21.570,55.887,0.875,24.596747752,97665,255,NaN,NaN,100,97665,898,66,153.435,22.000000000,1.048,0.954,0.929611650,906,57
26,256,255,0,255,255,255,387.680,67.812,387.680,67.812,68.669047558,375,59,25,19,27.282881195,11.947,34.390,0.682,27.730849248,65280,255,NaN,NaN,100,65280,375,71,25.641,13.252230817,2.284,0.438,0.884283247,392,59
27,8049,255,0,255,255,255,454.542,106.967,454.542,106.967,462.818325857,383,59,133,119,136.487880814,75.086,147.786,0.472,144.754965373,2052495,255,NaN,NaN,100,2052495,383,79,149.715,87.831405145,1.818,0.550,0.779337723,453,59
28,731,255,0,255,255,255,937.742,73.648,937.742,73.648,108.568542495,921,59,36,30,37.828221822,24.604,155.305,0.779,40.224370722,186405,255,NaN,NaN,100,186405,922,61,145.125,25.938388539,1.537,0.650,0.928253968,926,59
29,711,255,0,255,255,255,541.846,75.711,541.846,75.711,103.396969620,525,60,33,31,32.923814505,27.496,28.207,0.836,36.069377594,181305,255,NaN,NaN,100,181305,528,87,43.877,28.284271247,1.197,0.835,0.930628272,542,60
30,827,255,0,255,255,255,643.027,79.339,643.027,79.339,111.154328933,627,62,32,35,34.394951743,30.614,36.766,0.841,37.443290454,210885,255,NaN,NaN,100,210885,628,91,34.114,31.008683647,1.124,0.890,0.941377348,643,62
31,750,255,0,255,255,255,612.863,81.479,612.863,81.479,104.225396744,597,64,30,35,33.161342427,28.796,109.083,0.868,35.510561809,191250,255,NaN,NaN,100,191250,609,64,99.728,29.451455572,1.152,0.868,0.943396226,609,64
