 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,693,255,0,255,255,255,562.787,25.781,562.787,25.781,106.669047558,550,7,28,34,33.386928110,26.428,111.386,0.765,36.124783736,176715,255,NaN,NaN,100,176715,550,15,138.366,27.298049129,1.263,0.792,0.924616411,565,7
2,395,255,0,255,255,255,539.824,22.467,539.824,22.467,75.698484810,529,11,20,24,25.286170936,19.890,116.738,0.866,28.319604517,100725,255,NaN,NaN,100,100725,530,13,132.138,20.000000000,1.271,0.787,0.952955368,541,11
3,123,255,0,255,255,255,521.793,21.045,521.793,21.045,41.798989873,514,16,14,11,13.944700951,11.231,179.220,0.885,15.231546212,31365,255,NaN,NaN,100,31365,514,22,23.199,11.000000000,1.242,0.805,0.931818182,518,16
4,187,255,0,255,255,255,511.382,32.067,511.382,32.067,52.526911935,504,23,15,18,18.055382146,13.187,74.448,0.852,18.867962264,47685,255,NaN,NaN,100,47685,506,40,57.995,14.546477237,1.369,0.730,0.894736842,510,23
5,390,255,0,255,255,255,493.262,36.859,493.262,36.859,79.740115370,480,25,25,26,25.077500398,19.801,125.655,0.771,26.925824036,99450,255,NaN,NaN,100,99450,480,30,158.199,21.475019688,1.266,0.790,0.893470790,491,25
6,422,255,0,255,255,255,526.595,40.199,526.595,40.199,81.012193309,515,26,22,27,26.882366917,19.987,92.400,0.808,28.301943396,107610,255,NaN,NaN,100,107610,520,28,122.005,21.440062980,1.345,0.744,0.912432432,527,26
7,1022,255,0,255,255,255,475.904,51.519,475.904,51.519,127.296464556,458,31,36,42,45.230871269,28.769,121.324,0.793,46.097722286,260610,255,NaN,NaN,100,260610,466,31,114.341,31.187715477,1.572,0.636,0.916591928,466,31
8,361,255,0,255,255,255,545.168,47.115,545.168,47.115,73.112698372,536,35,18,25,25.252069612,18.202,97.560,0.849,26.627053911,92055,255,NaN,NaN,100,92055,538,36,124.287,18.000000000,1.387,0.721,0.934023286,545,35
9,1127,255,0,255,255,255,447.392,62.302,447.392,62.302,132.468037432,431,40,35,45,44.061919227,32.566,106.163,0.807,45.694638635,287385,255,NaN,NaN,100,287385,440,41,113.199,33.287127342,1.353,0.739,0.927953890,448,40
10,495,255,0,255,255,255,565.476,52.668,565.476,52.668,86.426406871,554,40,25,27,26.932499916,23.401,111.810,0.833,30.000000000,126225,255,NaN,NaN,100,126225,555,41,143.130,24.413536141,1.151,0.869,0.924369748,562,40
11,547,255,0,255,255,255,507.855,55.844,507.855,55.844,89.740115370,495,41,27,29,28.169541579,24.724,53.531,0.854,29.966648128,139485,255,NaN,NaN,100,139485,501,69,64.290,26.716472662,1.139,0.878,0.917785235,505,41
12,189,255,0,255,255,255,424.352,55.452,424.352,55.452,55.455844123,415,46,16,17,18.762871548,12.825,57.956,0.772,21.260291625,48195,255,NaN,NaN,100,48195,415,60,41.186,15.300541081,1.463,0.684,0.915254237,426,46
13,242,255,0,255,255,255,531.178,61.004,531.178,61.004,60.769552622,521,53,21,17,19.231096564,16.022,174.821,0.823,21.377558326,61710,255,NaN,NaN,100,61710,521,64,10.784,17.000000000,1.200,0.833,0.906367041,533,53
14,617,255,0,255,255,255,551.231,74.025,551.231,74.025,95.396969620,535,59,30,30,30.779323773,25.523,141.288,0.852,32.310988843,157335,255,NaN,NaN,100,157335,535,71,158.199,27.130236338,1.206,0.829,0.931320755,552,59
15,986,255,0,255,255,255,583.195,79.043,583.195,79.043,129.053823869,565,59,34,43,42.155204381,29.781,105.262,0.744,44.147480109,251430,255,NaN,NaN,100,251430,580,59,103.092,32.025142562,1.416,0.706,0.889891697,580,59
16,955,255,0,255,255,255,418.735,78.878,418.735,78.878,118.124891681,401,61,38,36,37.570588880,32.364,143.984,0.860,40.162171256,243525,255,NaN,NaN,100,243525,401,70,161.114,34.648232278,1.161,0.861,0.929440389,412,61
17,812,255,0,255,255,255,941.787,75.861,941.787,75.861,117.882250994,920,61,46,27,45.225431938,22.860,167.582,0.734,47.539457296,207060,255,NaN,NaN,100,207060,920,71,165.379,25.309844632,1.978,0.505,0.933870040,931,61
18,335,255,0,255,255,255,496.909,77.422,496.909,77.422,70.183766184,486,65,20,23,23.570137393,18.096,125.054,0.855,25.079872408,85425,255,NaN,NaN,100,85425,494,65,113.499,20.000000000,1.302,0.768,0.933147632,494,65
19,645,255,0,255,255,255,520.824,79.543,520.824,79.543,98.811183182,507,65,31,31,29.937349314,27.432,175.122,0.830,33.241540277,164475,255,NaN,NaN,100,164475,507,71,158.839,28.567060106,1.091,0.916,0.926724138,517,65
20,456,255,0,255,255,255,388.175,78.333,388.175,78.333,81.112698372,375,68,26,21,27.029255283,21.480,2.743,0.871,28.301943396,116280,255,NaN,NaN,100,116280,377,70,147.995,21.000000000,1.258,0.795,0.949011446,383,68
21,754,255,0,255,255,255,475.191,86.280,475.191,86.280,108.124891681,459,69,34,35,35.097787515,27.353,123.041,0.810,37.696153650,192270,255,NaN,NaN,100,192270,467,69,111.801,27.783780548,1.283,0.779,0.922324159,467,69
22,515,255,0,255,255,255,914.506,83.704,914.506,83.704,91.740115370,900,69,29,28,33.789097166,19.406,131.587,0.769,34.828149535,131325,255,NaN,NaN,100,131325,905,70,129.174,21.638232709,1.741,0.574,0.885640585,907,69
23,390,255,0,255,255,255,368.023,93.228,368.023,93.228,76.183766184,355,82,25,21,24.147405765,20.564,31.611,0.844,26.248809497,99450,255,NaN,NaN,100,99450,355,97,17.745,21.000000000,1.174,0.852,0.930787589,368,82
24,579,255,0,255,255,255,898.148,97.472,898.148,97.472,92.568542495,884,82,29,29,30.169675608,24.435,124.611,0.849,32.756678708,147645,255,NaN,NaN,100,147645,891,83,121.264,25.079734916,1.235,0.810,0.924181963,895,82
25,329,255,0,255,255,255,438.953,96.740,438.953,96.740,71.254833996,427,83,21,24,22.319013169,18.769,79.360,0.814,25.000000000,83895,255,NaN,NaN,100,83895,435,107,73.740,20.647518011,1.189,0.841,0.915159944,440,83
26,665,255,0,255,255,255,538.969,97.377,538.969,97.377,106.568542495,519,83,38,27,37.078344054,22.836,12.718,0.736,39.293765409,169575,255,NaN,NaN,100,169575,519,100,14.744,25.938388539,1.624,0.616,0.895020188,539,83
27,384,255,0,255,255,255,567.414,97.234,567.414,97.234,74.325901808,558,83,21,27,24.915749963,19.623,107.354,0.873,27.459060435,97920,255,NaN,NaN,100,97920,566,83,100.491,20.987958024,1.270,0.788,0.937728938,566,83
28,495,255,0,255,255,255,457.969,100.142,457.969,100.142,91.982756057,447,84,24,34,34.681372040,18.173,115.020,0.735,36.249137921,126225,255,NaN,NaN,100,126225,448,85,114.444,20.137524523,1.908,0.524,0.914972274,452,84
29,457,255,0,255,255,255,964.498,100.454,964.498,100.454,90.183766184,956,84,18,35,34.485882129,16.873,86.008,0.706,35.057096286,116535,255,NaN,NaN,100,116535,965,84,93.270,17.499162542,2.044,0.489,0.903162055,965,84
30,831,255,0,255,255,255,395.002,102.387,395.002,102.387,112.568542495,376,86,37,31,35.153930769,30.098,5.088,0.824,37.656340768,211905,255,NaN,NaN,100,211905,376,104,10.713,31.000000000,1.168,0.856,0.929530201,401,86
31,731,255,0,255,255,255,944.072,102.340,944.072,102.340,109.254833996,928,87,29,35,37.437142104,24.861,116.647,0.770,40.804411526,186405,255,NaN,NaN,100,186405,930,87,126.027,28.001428535,1.506,0.664,0.939588689,930,87
