 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,1116,255,0,255,255,255,572.712,24.372,572.712,24.372,124.811183182,554,5,36,39,39.214511074,36.235,90.616,0.900,41.629316593,284580,255,NaN,NaN,100,284580,565,43,65.898,35.389872519,1.082,0.924,0.955070603,578,5
2,456,255,0,255,255,255,756.958,15.860,756.958,15.860,86.183766184,741,6,31,20,30.867311432,18.809,171.090,0.771,32.310988843,116280,255,NaN,NaN,100,116280,741,11,158.199,19.555721145,1.641,0.609,0.930612245,745,6
3,870,255,0,255,255,255,691.940,22.745,691.940,22.745,117.154328933,673,7,38,32,39.749554485,27.867,158.882,0.797,42.720018727,221850,255,NaN,NaN,100,221850,674,11,147.426,29.121760302,1.426,0.701,0.933476395,689,7
4,1009,255,0,255,255,255,730.358,27.171,730.358,27.171,122.468037432,711,9,39,36,38.682969654,33.211,154.548,0.845,41.677331968,257295,255,NaN,NaN,100,257295,712,18,149.744,35.200000000,1.165,0.859,0.935992579,725,9
5,584,255,0,255,255,255,602.993,22.284,602.993,22.284,92.870057685,590,10,28,24,29.103951507,25.549,166.917,0.851,32.649655435,148920,255,NaN,NaN,100,148920,590,12,139.970,24.000000000,1.139,0.878,0.961316872,598,10
6,322,255,0,255,255,255,543.624,23.708,543.624,23.708,70.627416998,532,15,22,18,23.379244397,17.536,153.607,0.811,27.202941017,82110,255,NaN,NaN,100,82110,532,16,143.973,18.000000000,1.333,0.750,0.940145985,534,15
7,306,255,0,255,255,255,527.144,28.575,527.144,28.575,70.669047558,516,18,21,24,25.872155699,15.059,123.432,0.770,26.400757565,78030,255,NaN,NaN,100,78030,521,18,114.624,16.413304107,1.718,0.582,0.914798206,521,18
8,760,255,0,255,255,255,807.089,31.720,807.089,31.720,113.396969620,787,18,42,27,41.363877968,23.394,4.945,0.743,43.657759906,193800,255,NaN,NaN,100,193800,788,41,20.095,25.810641007,1.768,0.566,0.919540230,801,18
9,348,255,0,255,255,255,627.029,29.845,627.029,29.845,71.840620434,616,20,23,22,22.824074911,19.413,35.415,0.847,24.041630560,88740,255,NaN,NaN,100,88740,616,35,16.928,21.213203436,1.176,0.851,0.928000000,626,20
10,729,255,0,255,255,255,514.567,41.043,514.567,41.043,111.639610307,497,22,35,34,39.861774461,23.285,133.275,0.735,41.725292090,185895,255,NaN,NaN,100,185895,502,26,135.971,24.763027827,1.712,0.584,0.875675676,511,22
11,91,255,0,255,255,255,494.654,28.731,494.654,28.731,35.213203436,489,24,12,10,11.530626443,10.048,16.675,0.922,13.416407865,23205,255,NaN,NaN,100,23205,489,32,26.565,10.000000000,1.148,0.871,0.910000000,491,24
