 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,671,255,0,255,255,255,556.387,44.609,556.387,44.609,110.568542495,540,26,32,35,35.066489864,24.364,118.230,0.690,38.470768123,171105,255,NaN,NaN,100,171105,550,26,117.897,27.296338020,1.439,0.695,0.842435656,550,26
2,922,255,0,255,255,255,585.901,52.026,585.901,52.026,121.154328933,569,32,33,39,44.146903065,26.591,55.899,0.789,46.400431032,235110,255,NaN,NaN,100,235110,573,71,52.883,29.438223261,1.660,0.602,0.930373360,592,32
3,389,255,0,255,255,255,613.204,45.104,613.204,45.104,75.112698372,603,35,21,23,22.441931030,22.070,92.436,0.866,25.806975801,99195,255,NaN,NaN,100,99195,603,36,144.462,21.000000000,1.017,0.983,0.941888620,608,35
4,219,255,0,255,255,255,436.066,51.655,436.066,51.655,58.769552622,425,43,20,17,21.247219496,13.124,28.403,0.797,22.022715546,55845,255,NaN,NaN,100,55845,428,58,39.472,13.863621460,1.619,0.618,0.908713693,440,43
5,594,255,0,255,255,255,605.847,71.276,605.847,71.276,98.911688245,592,53,26,34,34.884526145,21.680,109.630,0.763,37.161808352,151470,255,NaN,NaN,100,151470,602,53,113.806,24.253562504,1.609,0.621,0.897280967,602,53
6,672,255,0,255,255,255,376.312,86.543,376.312,86.543,102.568542495,361,71,31,32,35.885248561,23.843,41.434,0.803,37.013511047,171360,255,NaN,NaN,100,171360,361,96,38.418,25.586723361,1.505,0.664,0.930103806,383,71
7,1114,255,0,255,255,255,582.908,90.726,582.908,90.726,128.468037432,565,71,36,42,40.356923304,35.146,87.172,0.848,43.174066290,284070,255,NaN,NaN,100,284070,581,113,76.608,35.885495484,1.148,0.871,0.941275877,589,71
8,466,255,0,255,255,255,398.723,90.043,398.723,90.043,85.941125497,387,76,22,28,30.408218513,19.512,71.418,0.793,32.249030993,118830,255,NaN,NaN,100,118830,392,104,60.255,21.187260323,1.558,0.642,0.927363184,395,76
9,674,255,0,255,255,255,530.332,91.748,530.332,91.748,99.254833996,516,77,28,31,30.749863343,27.908,103.442,0.860,33.615472628,171870,255,NaN,NaN,100,171870,523,77,112.751,28.000000000,1.102,0.908,0.938065414,523,77
10,316,255,0,255,255,255,609.703,97.066,609.703,97.066,68.870057685,600,88,20,20,20.203712050,19.914,14.354,0.837,23.853720884,80580,255,NaN,NaN,100,80580,602,88,123.024,20.000000000,1.015,0.986,0.937685460,602,88
11,534,255,0,255,255,255,358.522,112.288,358.522,112.288,86.911688245,346,97,24,30,28.431656027,23.914,104.629,0.888,30.149626863,136170,255,NaN,NaN,100,136170,360,97,95.711,24.000000000,1.189,0.841,0.944297082,360,97
12,337,255,0,255,255,255,627.301,109.378,627.301,109.378,73.012193309,616,98,24,20,24.455020838,17.546,155.092,0.794,26.907248094,85935,255,NaN,NaN,100,85935,621,98,131.987,19.289893727,1.394,0.717,0.923287671,621,98
13,651,255,0,255,255,255,600.459,117.709,600.459,117.709,103.740115370,582,104,36,27,34.928861937,23.730,177.579,0.760,36.496575182,166005,255,NaN,NaN,100,166005,582,122,9.462,24.876134428,1.472,0.679,0.902286902,597,104
14,295,255,0,255,255,255,648.880,123.747,648.880,123.747,68.870057685,640,113,18,22,24.305005332,15.454,120.918,0.782,27.802877549,75225,255,NaN,NaN,100,75225,641,113,127.694,16.473755352,1.573,0.636,0.929133858,641,113
15,273,255,0,255,255,255,498.932,126.822,498.932,126.822,63.941125497,491,116,18,21,21.702267446,16.017,107.279,0.839,22.671568098,69615,255,NaN,NaN,100,69615,494,116,131.424,17.057815574,1.355,0.738,0.928571429,494,116
16,358,255,0,255,255,255,628.265,126.413,628.265,126.413,75.597979746,615,118,26,19,25.678369573,17.751,176.464,0.787,26.925824036,91290,255,NaN,NaN,100,91290,615,124,164.932,19.000000000,1.447,0.691,0.898368883,619,118
