 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,124,255,0,255,255,255,508.202,227.185,508.202,227.185,43.455844123,500,222,17,10,16.671981145,9.470,165.382,0.825,18.027756377,31620,255,NaN,NaN,100,31620,500,224,160.560,10.000000000,1.761,0.568,0.905109489,505,222
2,73,255,0,255,255,255,183.021,433.596,183.021,433.596,35.213203436,177,429,13,9,14.969779219,6.209,153.704,0.740,15.811388301,18615,255,NaN,NaN,100,18615,177,429,145.305,7.273238618,2.411,0.415,0.879518072,177,429
3,119,255,0,255,255,255,216.508,451.013,216.508,451.013,43.112698372,210,445,15,13,13.559815495,11.174,155.414,0.805,16.155494421,30345,255,NaN,NaN,100,30345,210,447,158.199,12.493900951,1.214,0.824,0.865454545,214,445
4,67,255,0,255,255,255,222.799,459.769,222.799,459.769,33.213203436,217,454,10,11,9.800571168,8.704,106.801,0.763,11.704699911,17085,255,NaN,NaN,100,17085,222,465,70.017,9.699540251,1.126,0.888,0.848101266,225,454
5,624,255,0,255,255,255,186.032,477.101,186.032,477.101,113.396969620,171,458,30,39,47.337592376,16.784,123.550,0.610,48.010415537,159120,255,NaN,NaN,100,159120,172,458,125.676,19.003228885,2.820,0.355,0.879492600,172,458
6,131,255,0,255,255,255,195.439,464.218,195.439,464.218,45.698484810,188,459,16,13,14.944615156,11.161,26.962,0.788,16.763054614,33405,255,NaN,NaN,100,33405,188,465,17.354,13.000000000,1.339,0.747,0.897260274,194,459
7,247,255,0,255,255,255,104.476,692.051,104.476,692.051,71.112698372,99,676,11,31,29.956938187,10.498,89.143,0.614,31.064449134,62985,255,NaN,NaN,100,62985,104,676,93.691,11.000000000,2.854,0.350,0.911439114,104,676
8,277,255,0,255,255,255,70.168,758.514,70.168,758.514,67.112698372,56,752,25,15,23.735955099,14.859,175.592,0.773,25.709920264,70635,255,NaN,NaN,100,70635,56,755,166.504,15.000000000,1.597,0.626,0.938983051,65,752
9,5846,255,0,255,255,255,1106.215,939.112,1106.215,939.112,356.391918986,1076,860,64,144,139.631942658,53.307,99.553,0.578,147.732867027,1490730,255,NaN,NaN,100,1490730,1086,860,102.907,63.948281905,2.619,0.382,0.911301637,1086,860
10,1463,255,0,255,255,255,1080.886,1012.653,1080.886,1012.653,168.610173055,1065,981,34,62,63.340436479,29.409,82.172,0.647,64.031242374,373065,255,NaN,NaN,100,373065,1070,1043,75.530,31.358282643,2.154,0.464,0.899200983,1085,981
11,2942,255,0,255,255,255,1147.113,1028.949,1147.113,1028.949,233.279220614,1120,984,51,90,89.755101649,41.734,107.209,0.679,92.892410885,750210,255,NaN,NaN,100,750210,1139,984,104.335,42.530675354,2.151,0.465,0.939036068,1139,984
12,1963,255,0,255,255,255,1108.644,1035.828,1108.644,1035.828,188.509667992,1085,1000,46,67,65.607609558,38.096,93.513,0.694,68.658575575,500565,255,NaN,NaN,100,500565,1100,1000,102.619,43.680659336,1.722,0.581,0.893084622,1100,1000
