 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart
1,815,255,0,255,255,255,586.579,17.761,586.579,17.761,108.325901808,569,3,35,30,36.134458642,28.717,12.746,0.873,37.735924528,207825,255,NaN,NaN,100,207825,572,30,32.005,29.552604549,1.258,0.795,0.948777648,594,3
2,201,255,0,255,255,255,646.316,11.246,646.316,11.246,54.041630560,637,4,18,14,18.704616169,13.682,6.164,0.865,19.313207916,51255,255,NaN,NaN,100,51255,637,8,158.749,14.000000000,1.367,0.731,0.928406467,644,4
3,294,255,0,255,255,255,725.446,17.367,725.446,17.367,68.426406871,716,6,20,23,22.987669506,16.284,54.191,0.789,24.186773245,74970,255,NaN,NaN,100,74970,719,27,60.255,18.018384005,1.412,0.708,0.903225806,729,6
4,767,255,0,255,255,255,555.406,28.123,555.406,28.123,109.154328933,539,11,32,34,36.985421646,26.404,58.721,0.809,39.698866483,195585,255,NaN,NaN,100,195585,542,43,49.086,28.194677406,1.401,0.714,0.920215957,550,11
5,1324,255,0,255,255,255,790.838,26.967,790.838,26.967,150.468037432,765,11,54,35,53.550589199,31.480,169.934,0.735,54.589376256,337620,255,NaN,NaN,100,337620,765,16,171.573,33.469916255,1.701,0.588,0.930428672,771,11
6,793,255,0,255,255,255,651.173,32.968,651.173,32.968,112.811183182,635,16,32,37,34.465581852,29.295,82.113,0.783,37.576588456,202215,255,NaN,NaN,100,202215,640,19,115.201,31.384241081,1.176,0.850,0.907322654,655,16
7,964,255,0,255,255,255,748.068,30.918,748.068,30.918,122.568542495,728,16,41,30,40.340690928,30.426,2.940,0.806,41.976183724,245820,255,NaN,NaN,100,245820,728,28,167.619,30.000000000,1.326,0.754,0.934108527,737,16
8,715,255,0,255,255,255,500.371,30.823,500.371,30.823,103.497474683,481,19,37,25,35.988816025,25.296,3.946,0.839,37.336309405,182325,255,NaN,NaN,100,182325,481,28,172.304,25.000000000,1.423,0.703,0.946393117,496,19
9,689,255,0,255,255,255,683.642,34.475,683.642,34.475,104.083261121,666,21,35,27,34.827355962,25.189,162.521,0.799,37.643060449,175695,255,NaN,NaN,100,175695,668,23,140.389,27.000000000,1.383,0.723,0.924211938,685,21
10,550,255,0,255,255,255,828.920,34.773,828.920,34.773,90.811183182,814,21,30,28,28.396069260,24.661,153.755,0.838,30.265491901,140250,255,NaN,NaN,100,140250,814,35,172.405,24.596747752,1.151,0.868,0.932203390,824,21
11,686,255,0,255,255,255,606.669,40.668,606.669,40.668,102.325901808,591,24,31,31,32.183441894,27.139,140.228,0.823,35.227829908,174930,255,NaN,NaN,100,174930,591,34,145.408,28.983078993,1.186,0.843,0.928909953,604,24
12,821,255,0,255,255,255,714.479,42.845,714.479,42.845,113.053823869,698,25,35,35,32.692885442,31.974,47.557,0.807,35.468295702,209355,255,NaN,NaN,100,209355,704,57,49.574,32.846153846,1.022,0.978,0.910199557,714,25
13,1139,255,0,255,255,255,468.145,48.249,468.145,48.249,131.296464556,447,30,42,38,41.068126646,35.313,20.432,0.830,42.953463190,290445,255,NaN,NaN,100,290445,447,51,12.095,36.621307618,1.163,0.860,0.933606557,472,30
14,638,255,0,255,255,255,525.566,44.437,525.566,44.437,98.083261121,510,31,31,27,32.643545995,24.885,35.709,0.833,36.069377594,162690,255,NaN,NaN,100,162690,513,57,46.123,26.173640547,1.312,0.762,0.932067202,519,31
15,727,255,0,255,255,255,577.053,46.237,577.053,46.237,105.154328933,559,31,34,30,32.745082394,28.268,3.378,0.826,35.383612026,185385,255,NaN,NaN,100,185385,564,58,42.709,28.142849891,1.158,0.863,0.924348379,572,31
16,436,255,0,255,255,255,631.530,47.745,631.530,47.745,80.669047558,621,34,23,26,25.561537500,21.717,111.604,0.842,27.202941017,111180,255,NaN,NaN,100,111180,623,37,126.027,22.807893370,1.177,0.850,0.928647497,632,34
17,406,255,0,255,255,255,878.813,45.865,878.813,45.865,84.669047558,863,35,32,20,32.979253233,15.675,157.323,0.712,34.438350715,103530,255,NaN,NaN,100,103530,863,39,154.179,16.619842902,2.104,0.475,0.922727273,869,35
